ModuleName,Layer,TargetSkill,SecondarySkill,RouteConfidence,RouteReason,PrimaryAliases,ExcludeTerms,RelativeBuildCsPath
DumpPackageToJson,Runtime,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,dumppackagetojson|asset|cook|package,email|translation|copywriting,Runtime\Experimental\DumpPackageToJson\DumpPackageToJson.Build.cs
Engine,Runtime,ue5-architecture,ue5-cpp-gameplay,high,module_override,engine|core|uobject,email|translation|copywriting,Runtime\Engine\Engine.Build.cs
EngineMessages,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,enginemessages|core|engine|uobject,email|translation|copywriting,Runtime\EngineMessages\EngineMessages.Build.cs
EngineSettings,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,enginesettings|core|engine|uobject,email|translation|copywriting,Runtime\EngineSettings\EngineSettings.Build.cs
EventLoop,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,eventloop|network|online|replication,email|translation|copywriting,Runtime\Online\EventLoop\EventLoop.Build.cs
EventLoopUnitTests,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,eventloopunittests|network|online|replication,email|translation|copywriting,Runtime\Online\EventLoopTests\EventLoopUnitTests.Build.cs
ExternalRpcRegistry,Runtime,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,externalrpcregistry|asset|cook|package,email|translation|copywriting,Runtime\ExternalRPCRegistry\ExternalRpcRegistry.Build.cs
EyeTracker,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,eyetracker|unreal|module|eye,email|translation|copywriting,Runtime\EyeTracker\EyeTracker.Build.cs
FieldNotification,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,fieldnotification|unreal|module|field,email|translation|copywriting,Runtime\FieldNotification\FieldNotification.Build.cs
FieldSystemEngine,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,fieldsystemengine|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\FieldSystem\Source\FieldSystemEngine\FieldSystemEngine.Build.cs
Foliage,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,foliage|unreal|module,email|translation|copywriting,Runtime\Foliage\Foliage.Build.cs
FriendsAndChat,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,friendsandchat|unreal|module|friends,email|translation|copywriting,Runtime\FriendsAndChat\FriendsAndChat.Build.cs
GameMenuBuilder,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,gamemenubuilder|unreal|module|game,email|translation|copywriting,Runtime\GameMenuBuilder\GameMenuBuilder.Build.cs
GameplayDebugger,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,gameplaydebugger|gameplay|ability|input,email|translation|copywriting,Runtime\GameplayDebugger\GameplayDebugger.Build.cs
GameplayMediaEncoder,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,gameplaymediaencoder|gameplay|ability|input,email|translation|copywriting,Runtime\GameplayMediaEncoder\GameplayMediaEncoder.Build.cs
GameplayTags,Runtime,ue5-cpp-gameplay,ue5-architecture,high,module_override,gameplaytags|gameplay|ability|input,email|translation|copywriting,Runtime\GameplayTags\GameplayTags.Build.cs
GameplayTasks,Runtime,ue5-cpp-gameplay,ue5-architecture,high,module_override,gameplaytasks|gameplay|ability|input,email|translation|copywriting,Runtime\GameplayTasks\GameplayTasks.Build.cs
GDKPackageManifest,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,gdkpackagemanifest|unreal|module|gdkpackage,email|translation|copywriting,Runtime\Microsoft\GDKPackageManifest\GDKPackageManifest.Build.cs
GDKRuntime,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,gdkruntime|unreal|module,email|translation|copywriting,Runtime\Microsoft\GDKRuntime\GDKRuntime.Build.cs
GDKSaveGameSystem,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,gdksavegamesystem|unreal|module|gdksave,email|translation|copywriting,Runtime\Microsoft\GDKSaveGameSystem\GDKSaveGameSystem.Build.cs
GeometryCollectionEngine,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,geometrycollectionengine|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\GeometryCollectionEngine\GeometryCollectionEngine.Build.cs
GeometryCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,geometrycore|core|engine|uobject,email|translation|copywriting,Runtime\GeometryCore\GeometryCore.Build.cs
GeometryFramework,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,geometryframework|unreal|module|geometry,email|translation|copywriting,Runtime\GeometryFramework\GeometryFramework.Build.cs
HardwareSurvey,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,hardwaresurvey|unreal|module|hardware,email|translation|copywriting,Runtime\HardwareSurvey\HardwareSurvey.Build.cs
HeadMountedDisplay,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,headmounteddisplay|unreal|module|head,email|translation|copywriting,Runtime\HeadMountedDisplay\HeadMountedDisplay.Build.cs
HTTP,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,high,module_override,http|network|online|replication,email|translation|copywriting,Runtime\Online\HTTP\HTTP.Build.cs
HttpNetworkReplayStreaming,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,httpnetworkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\HttpNetworkReplayStreaming\HttpNetworkReplayStreaming.Build.cs
HttpServer,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,httpserver|network|online|replication,email|translation|copywriting,Runtime\Online\HTTPServer\HttpServer.Build.cs
Icmp,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,icmp|network|online|replication,email|translation|copywriting,Runtime\Online\ICMP\Icmp.Build.cs
IESFile,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,iesfile|unreal|module,email|translation|copywriting,Runtime\IESFile\IESFile.Build.cs
ImageCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,imagecore|core|engine|uobject,email|translation|copywriting,Runtime\ImageCore\ImageCore.Build.cs
ImageDownload,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,imagedownload|network|online|replication,email|translation|copywriting,Runtime\Online\ImageDownload\ImageDownload.Build.cs
ImageWrapper,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,imagewrapper|unreal|module|image,email|translation|copywriting,Runtime\ImageWrapper\ImageWrapper.Build.cs
ImageWriteQueue,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,imagewritequeue|unreal|module|image,email|translation|copywriting,Runtime\ImageWriteQueue\ImageWriteQueue.Build.cs
IndexedCacheStorage,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,indexedcachestorage|unreal|module|indexed,email|translation|copywriting,Runtime\Experimental\IndexedCacheStorage\IndexedCacheStorage.Build.cs
InMemoryNetworkReplayStreaming,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,inmemorynetworkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\InMemoryNetworkReplayStreaming\InMemoryNetworkReplayStreaming.build.cs
InputCore,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,inputcore|gameplay|ability|input,email|translation|copywriting,Runtime\InputCore\InputCore.Build.cs
InputDevice,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,inputdevice|gameplay|ability|input,email|translation|copywriting,Runtime\InputDevice\InputDevice.Build.cs
InstallBundleManager,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,installbundlemanager|unreal|module|install,email|translation|copywriting,Runtime\InstallBundleManager\InstallBundleManager.Build.cs
Instrumentation,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,instrumentation|unreal|module,email|translation|copywriting,Runtime\Instrumentation\Instrumentation.Build.cs
InteractiveToolsFramework,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,interactivetoolsframework|unreal|module|interactive,email|translation|copywriting,Runtime\InteractiveToolsFramework\InteractiveToolsFramework.Build.cs
InterchangeCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,interchangecore|core|engine|uobject,email|translation|copywriting,Runtime\Interchange\Core\InterchangeCore.Build.cs
InterchangeEngine,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,interchangeengine|core|engine|uobject,email|translation|copywriting,Runtime\Interchange\Engine\InterchangeEngine.Build.cs
IOSAdvertising,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,iosadvertising|unreal|module,email|translation|copywriting,Runtime\Advertising\IOS\IOSAdvertising\IOSAdvertising.Build.cs
IOSAudio,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,iosaudio|unreal|module,email|translation|copywriting,Runtime\IOS\IOSAudio\IOSAudio.Build.cs
IOSLocalNotification,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,ioslocalnotification|unreal|module|ioslocal,email|translation|copywriting,Runtime\IOS\IOSLocalNotification\IOSLocalNotification.Build.cs
IOSPlatformFeatures,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,iosplatformfeatures|unreal|module|iosplatform,email|translation|copywriting,Runtime\IOS\IOSPlatformFeatures\IOSPlatformFeatures.Build.cs
IOSRuntimeSettings,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,iosruntimesettings|unreal|module|iosruntime,email|translation|copywriting,Runtime\IOS\IOSRuntimeSettings\IOSRuntimeSettings.Build.cs
IoStoreHttpClient,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,iostorehttpclient|network|online|replication,email|translation|copywriting,Runtime\Experimental\IoStore\HttpClient\IoStoreHttpClient.Build.cs
IoStoreOnDemand,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,iostoreondemand|unreal|module|store,email|translation|copywriting,Runtime\Experimental\IoStore\OnDemand\IoStoreOnDemand.Build.cs
IoStoreOnDemandCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,iostoreondemandcore|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\IoStore\OnDemandCore\IoStoreOnDemandCore.Build.cs
IoStoreOnDemandTests,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,iostoreondemandtests|unreal|module|store,email|translation|copywriting,Runtime\Experimental\IoStore\Tests\IoStoreOnDemandTests.Build.cs
IPC,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,ipc|unreal|module,email|translation|copywriting,Runtime\IPC\IPC.Build.cs
IrisCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,iriscore|core|engine|uobject,email|translation|copywriting,Runtime\Net\Iris\IrisCore.Build.cs
ISMPool,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,ismpool|unreal|module,email|translation|copywriting,Runtime\Experimental\ISMPool\ISMPool.Build.cs
Json,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,json|unreal|module,email|translation|copywriting,Runtime\Json\Json.Build.cs
JsonObjectGraph,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,jsonobjectgraph|unreal|module|json,email|translation|copywriting,Runtime\Experimental\JsonObjectGraph\JsonObjectGraph.Build.cs
JsonUtilities,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,jsonutilities|unreal|module|json,email|translation|copywriting,Runtime\JsonUtilities\JsonUtilities.Build.cs
Landscape,Runtime,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,landscape|render|shader|rhi,email|translation|copywriting,Runtime\Landscape\Landscape.Build.cs
Launch,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,launch|unreal|module,email|translation|copywriting,Runtime\Launch\Launch.Build.cs
LaunchDaemonMessages,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,launchdaemonmessages|unreal|module|launch,email|translation|copywriting,Runtime\IOS\LaunchDaemonMessages\LaunchDaemonMessages.Build.cs
LauncherCheck,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,launchercheck|unreal|module|launcher,email|translation|copywriting,Runtime\Portal\LauncherCheck\LauncherCheck.Build.cs
LauncherPlatform,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,launcherplatform|unreal|module|launcher,email|translation|copywriting,Runtime\Portal\LauncherPlatform\LauncherPlatform.Build.cs
LevelSequence,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,levelsequence|unreal|module|level,email|translation|copywriting,Runtime\LevelSequence\LevelSequence.Build.cs
LiveLinkAnimationCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,livelinkanimationcore|core|engine|uobject,email|translation|copywriting,Runtime\LiveLinkAnimationCore\LiveLinkAnimationCore.Build.cs
LiveLinkInterface,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,livelinkinterface|unreal|module|live,email|translation|copywriting,Runtime\LiveLinkInterface\LiveLinkInterface.Build.cs
LiveLinkMessageBusFramework,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,livelinkmessagebusframework|unreal|module|live,email|translation|copywriting,Runtime\LiveLinkMessageBusFramework\LiveLinkMessageBusFramework.Build.cs
LocalFileNetworkReplayStreaming,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,localfilenetworkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\LocalFileNetworkReplayStreaming\LocalFileNetworkReplayStreaming.Build.cs
MacMenu,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,macmenu|unreal|module|mac,email|translation|copywriting,Runtime\Apple\MacMenu\MacMenu.Build.cs
MarketplaceKit,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,marketplacekit|unreal|module|marketplace,email|translation|copywriting,Runtime\IOS\MarketplaceKit\MarketplaceKit.Build.cs
MassCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,masscore|core|engine|uobject,email|translation|copywriting,Runtime\Mass\MassCore\MassCore.Build.cs
MassDeveloper,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,massdeveloper|ai|nav|mass,email|translation|copywriting,Runtime\Mass\MassDeveloper\MassDeveloper.Build.cs
MassEngine,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,massengine|core|engine|uobject,email|translation|copywriting,Runtime\Mass\MassEngine\MassEngine.Build.cs
MassEntity,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,massentity|ai|nav|mass,email|translation|copywriting,Runtime\MassEntity\MassEntity.Build.cs
MassSignals,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,masssignals|ai|nav|mass,email|translation|copywriting,Runtime\Mass\MassSignals\MassSignals.Build.cs
MaterialShaderQualitySettings,Runtime,ue5-performance-packaging,ue5-architecture,high,module_override,materialshaderqualitysettings|render|shader|rhi,email|translation|copywriting,Runtime\MaterialShaderQualitySettings\MaterialShaderQualitySettings.Build.cs
MathCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,mathcore|core|engine|uobject,email|translation|copywriting,Runtime\MathCore\MathCore.Build.cs
Media,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,media|movie|video,email|translation|copywriting,Runtime\Media\Media.Build.cs
MediaAssets,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,mediaassets|media|movie|video,email|translation|copywriting,Runtime\MediaAssets\MediaAssets.Build.cs
MediaUtils,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,mediautils|media|movie|video,email|translation|copywriting,Runtime\MediaUtils\MediaUtils.Build.cs
MeshConversion,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,meshconversion|unreal|module|mesh,email|translation|copywriting,Runtime\MeshConversion\MeshConversion.Build.cs
MeshConversionEngineTypes,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,meshconversionenginetypes|core|engine|uobject,email|translation|copywriting,Runtime\MeshConversionEngineTypes\MeshConversionEngineTypes.Build.cs
MeshDescription,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,meshdescription|unreal|module|mesh,email|translation|copywriting,Runtime\MeshDescription\MeshDescription.Build.cs
MeshUtilitiesCommon,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,meshutilitiescommon|unreal|module|mesh,email|translation|copywriting,Runtime\MeshUtilitiesCommon\MeshUtilitiesCommon.Build.cs
Messaging,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,messaging|unreal|module,email|translation|copywriting,Runtime\Messaging\Messaging.Build.cs
MessagingCommon,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,messagingcommon|unreal|module|messaging,email|translation|copywriting,Runtime\MessagingCommon\MessagingCommon.Build.cs
MessagingRpc,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,messagingrpc|unreal|module|messaging,email|translation|copywriting,Runtime\MessagingRpc\MessagingRpc.Build.cs
MetalRHI,Runtime,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,metalrhi|render|shader|rhi,email|translation|copywriting,Runtime\Apple\MetalRHI\MetalRHI.Build.cs
MoviePlayer,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,movieplayer|media|movie|video,email|translation|copywriting,Runtime\MoviePlayer\MoviePlayer.Build.cs
MoviePlayerProxy,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,movieplayerproxy|media|movie|video,email|translation|copywriting,Runtime\MoviePlayerProxy\MoviePlayerProxy.Build.cs
MovieScene,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,moviescene|media|movie|video,email|translation|copywriting,Runtime\MovieScene\MovieScene.Build.cs
MovieSceneCapture,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,moviescenecapture|media|movie|video,email|translation|copywriting,Runtime\MovieSceneCapture\MovieSceneCapture.Build.cs
MovieSceneTracks,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,moviescenetracks|media|movie|video,email|translation|copywriting,Runtime\MovieSceneTracks\MovieSceneTracks.Build.cs
MRMesh,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,mrmesh|unreal|module,email|translation|copywriting,Runtime\MRMesh\MRMesh.build.cs
MSGameStorePlatformFeatures,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,msgamestoreplatformfeatures|unreal|module|msgame,email|translation|copywriting,Runtime\Windows\MSGaming\MSGameStorePlatformFeatures\MSGameStorePlatformFeatures.Build.cs
NavigationSystem,Runtime,ue5-cpp-gameplay,ue5-architecture,high,module_override,navigationsystem|ai|nav|mass,email|translation|copywriting,Runtime\NavigationSystem\NavigationSystem.Build.cs
Navmesh,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,navmesh|unreal|module,email|translation|copywriting,Runtime\Navmesh\Navmesh.Build.cs
NetCommon,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,netcommon|network|online|replication,email|translation|copywriting,Runtime\Net\Common\NetCommon.Build.cs
NetCore,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,high,module_override,netcore|network|online|replication,email|translation|copywriting,Runtime\Net\Core\NetCore.Build.cs
NetworkFile,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,networkfile|network|online|replication,email|translation|copywriting,Runtime\NetworkFile\NetworkFile.Build.cs
NetworkFileSystem,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,networkfilesystem|network|online|replication,email|translation|copywriting,Runtime\NetworkFileSystem\NetworkFileSystem.Build.cs
Networking,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,networking|unreal|module,email|translation|copywriting,Runtime\Networking\Networking.Build.cs
NetworkReplayStreaming,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,networkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\NetworkReplayStreaming\NetworkReplayStreaming.Build.cs
NNE,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,nne|unreal|module,email|translation|copywriting,Runtime\NNE\NNE.Build.cs
NonRealtimeAudioRenderer,Runtime,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,nonrealtimeaudiorenderer|render|shader|rhi,email|translation|copywriting,Runtime\NonRealtimeAudioRenderer\NonRealtimeAudioRenderer.Build.cs
NullDrv,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,nulldrv|unreal|module|null,email|translation|copywriting,Runtime\NullDrv\NullDrv.Build.cs
NullInstallBundleManager,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,nullinstallbundlemanager|unreal|module|null,email|translation|copywriting,Runtime\NullInstallBundleManager\NullInstallBundleManager.build.cs
NullNetworkReplayStreaming,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,nullnetworkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\NullNetworkReplayStreaming\NullNetworkReplayStreaming.build.cs
OodleDataCompression,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,oodledatacompression|unreal|module|oodle,email|translation|copywriting,Runtime\OodleDataCompression\OodleDataCompression.Build.cs
OpenColorIOWrapper,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,opencoloriowrapper|unreal|module|open,email|translation|copywriting,Runtime\OpenColorIOWrapper\OpenColorIOWrapper.Build.cs
OpenGLDrv,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,opengldrv|unreal|module|open,email|translation|copywriting,Runtime\OpenGLDrv\OpenGLDrv.Build.cs
OpusAudioDecoder,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,opusaudiodecoder|audio|sound|metasound,email|translation|copywriting,Runtime\OpusAudioDecoder\Module\OpusAudioDecoder.Build.cs
Overlay,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,overlay|unreal|module,email|translation|copywriting,Runtime\Overlay\Overlay.Build.cs
PacketHandler,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,high,module_override,packethandler|network|online|replication,email|translation|copywriting,Runtime\PacketHandlers\PacketHandler\PacketHandler.Build.cs
PakFile,Runtime,ue5-performance-packaging,ue5-architecture,high,module_override,pakfile|unreal|module|pak,email|translation|copywriting,Runtime\PakFile\PakFile.Build.cs
PerfCounters,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,perfcounters|unreal|module|perf,email|translation|copywriting,Runtime\PerfCounters\PerfCounters.Build.cs
PhysicsCore,Runtime,ue5-world-interaction,ue5-cpp-gameplay,high,module_override,physicscore|physics|chaos|collision,email|translation|copywriting,Runtime\PhysicsCore\PhysicsCore.Build.cs
PortalMessages,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,portalmessages|unreal|module|portal,email|translation|copywriting,Runtime\Portal\Messages\PortalMessages.Build.cs
PortalProxies,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,portalproxies|unreal|module|portal,email|translation|copywriting,Runtime\Portal\Proxies\PortalProxies.Build.cs
PortalRpc,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,portalrpc|unreal|module|portal,email|translation|copywriting,Runtime\Portal\Rpc\PortalRpc.Build.cs
PortalServices,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,portalservices|unreal|module|portal,email|translation|copywriting,Runtime\Portal\Services\PortalServices.Build.cs
PosixShim,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,posixshim|unreal|module|posix,email|translation|copywriting,Runtime\PlatformThirdPartyHelpers\PosixShim\PosixShim.Build.cs
PreLoadScreen,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,preloadscreen|unreal|module|pre,email|translation|copywriting,Runtime\PreLoadScreen\PreLoadScreen.Build.cs
Projects,Runtime,ue5-architecture,ue5-cpp-gameplay,high,module_override,projects|core|engine|uobject,email|translation|copywriting,Runtime\Projects\Projects.Build.cs
PropertyPath,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,propertypath|unreal|module|property,email|translation|copywriting,Runtime\PropertyPath\PropertyPath.Build.cs
RadAudioDecoder,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,radaudiodecoder|audio|sound|metasound,email|translation|copywriting,Runtime\RadAudioCodec\Module\RadAudioDecoder.Build.cs
RawMesh,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,rawmesh|unreal|module|raw,email|translation|copywriting,Runtime\RawMesh\RawMesh.Build.cs
ReliabilityHandlerComponent,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,reliabilityhandlercomponent|unreal|module|reliability,email|translation|copywriting,Runtime\PacketHandlers\ReliabilityHandlerComponent\ReliabilityHandlerComponent.Build.cs
RenderCore,Runtime,ue5-performance-packaging,ue5-architecture,high,module_override,rendercore|render|shader|rhi,email|translation|copywriting,Runtime\RenderCore\RenderCore.Build.cs
Renderer,Runtime,ue5-performance-packaging,ue5-architecture,high,module_override,renderer|render|shader|rhi,email|translation|copywriting,Runtime\Renderer\Renderer.Build.cs
RewindDebuggerRuntimeInterface,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,rewinddebuggerruntimeinterface|unreal|module|rewind,email|translation|copywriting,Runtime\RewindDebuggerRuntimeInterface\RewindDebuggerRuntimeInterface.Build.cs
RHI,Runtime,ue5-performance-packaging,ue5-architecture,high,module_override,rhi|render|shader,email|translation|copywriting,Runtime\RHI\RHI.Build.cs
RHICore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,rhicore|unreal|module,email|translation|copywriting,Runtime\RHICore\RHICore.Build.cs
RigidPhysics,Runtime,ue5-world-interaction,ue5-cpp-gameplay,medium,domain_mapping,rigidphysics|physics|chaos|collision,email|translation|copywriting,Runtime\Experimental\RigidPhysics\RigidPhysics.Build.cs
RSA,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,rsa|unreal|module,email|translation|copywriting,Runtime\RSA\RSA.Build.cs
RuntimeAssetCache,Runtime,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,runtimeassetcache|asset|cook|package,email|translation|copywriting,Runtime\RuntimeAssetCache\RuntimeAssetCache.Build.cs
SandboxFile,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,sandboxfile|unreal|module|sandbox,email|translation|copywriting,Runtime\SandboxFile\SandboxFile.Build.cs
SaveGameNetworkReplayStreaming,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,savegamenetworkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\SaveGameNetworkReplayStreaming\SaveGameNetworkReplayStreaming.Build.cs
SequenceRuntimeRecorder,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,sequenceruntimerecorder|unreal|module|sequence,email|translation|copywriting,Runtime\SequenceRuntimeRecorder\SequenceRuntimeRecorder.Build.cs
