ModuleName,Layer,TargetSkill,PrimaryAliases,ExcludeTerms,RelativeBuildCsPath
SSL,Runtime,ue5-save-load-replication,ssl|network|online|replication,email|translation|copywriting,Runtime\Online\SSL\SSL.Build.cs
StageDataCore,Runtime,ue5-architecture,stagedatacore|core|engine|uobject,email|translation|copywriting,Runtime\VirtualProduction\StageDataCore\StageDataCore.build.cs
StateStream,Runtime,ue5-architecture,statestream|unreal|module|state,email|translation|copywriting,Runtime\StateStream\StateStream.Build.cs
StaticMeshDescription,Runtime,ue5-architecture,staticmeshdescription|unreal|module|static,email|translation|copywriting,Runtime\StaticMeshDescription\StaticMeshDescription.Build.cs
Stomp,Runtime,ue5-save-load-replication,stomp|network|online|replication,email|translation|copywriting,Runtime\Online\Stomp\Stomp.Build.cs
StorageServerClient,Runtime,ue5-architecture,storageserverclient|unreal|module|storage,email|translation|copywriting,Runtime\StorageServerClient\StorageServerClient.Build.cs
StorageServerClientDebug,Runtime,ue5-architecture,storageserverclientdebug|unreal|module|storage,email|translation|copywriting,Runtime\StorageServerClientDebug\StorageServerClientDebug.Build.cs
StreamingFile,Runtime,ue5-architecture,streamingfile|unreal|module|streaming,email|translation|copywriting,Runtime\StreamingFile\StreamingFile.Build.cs
StreamingPauseRendering,Runtime,ue5-architecture,streamingpauserendering|unreal|module|streaming,email|translation|copywriting,Runtime\StreamingPauseRendering\StreamingPauseRendering.Build.cs
StudioTelemetry,Runtime,ue5-architecture,studiotelemetry|unreal|module|studio,email|translation|copywriting,Runtime\StudioTelemetry\StudioTelemetry.build.cs
SymsLib,Runtime,ue5-architecture,symslib|unreal|module|syms,email|translation|copywriting,Runtime\SymsLib\SymsLib.Build.cs
SynthBenchmark,Runtime,ue5-cpp-gameplay,synthbenchmark|audio|sound|metasound,email|translation|copywriting,Runtime\SynthBenchmark\SynthBenchmark.Build.cs
TelemetryUtils,Runtime,ue5-architecture,telemetryutils|unreal|module|telemetry,email|translation|copywriting,Runtime\Analytics\TelemetryUtils\TelemetryUtils.Build.cs
TextureUtilitiesCommon,Runtime,ue5-architecture,textureutilitiescommon|unreal|module|texture,email|translation|copywriting,Runtime\TextureUtilitiesCommon\TextureUtilitiesCommon.build.cs
TimeManagement,Runtime,ue5-architecture,timemanagement|unreal|module|time,email|translation|copywriting,Runtime\TimeManagement\TimeManagement.Build.cs
TraceLog,Runtime,ue5-architecture,tracelog|unreal|module|trace,email|translation|copywriting,Runtime\TraceLog\TraceLog.Build.cs
TypedElementFramework,Runtime,ue5-architecture,typedelementframework|unreal|module|typed,email|translation|copywriting,Runtime\TypedElementFramework\TypedElementFramework.Build.cs
TypedElementRuntime,Runtime,ue5-architecture,typedelementruntime|unreal|module|typed,email|translation|copywriting,Runtime\TypedElementRuntime\TypedElementRuntime.Build.cs
UEJpegComp,Runtime,ue5-architecture,uejpegcomp|unreal|module|uejpeg,email|translation|copywriting,Runtime\UEJpegComp\UEJpegComp.Build.cs
UELibrary,Runtime,ue5-architecture,uelibrary|unreal|module,email|translation|copywriting,Runtime\UELibrary\UELibrary.Build.cs
UEWavComp,Runtime,ue5-architecture,uewavcomp|unreal|module|uewav,email|translation|copywriting,Runtime\UEWavComp\UEWavComp.Build.cs
uLangCore,Runtime,ue5-architecture,ulangcore|core|engine|uobject,email|translation|copywriting,Runtime\Solaris\uLangCore\uLangCore.Build.cs
uLangJSON,Runtime,ue5-architecture,ulangjson|unreal|module|lang,email|translation|copywriting,Runtime\Solaris\uLangJSON\uLangJSON.Build.cs
uLangUE,Runtime,ue5-architecture,ulangue|unreal|module|lang,email|translation|copywriting,Runtime\Solaris\uLangUE\uLangUE.Build.cs
UMG,Runtime,ue5-ui-umg-slate,umg|ui|slate,email|translation|copywriting,Runtime\UMG\UMG.Build.cs
UniversalObjectLocator,Runtime,ue5-architecture,universalobjectlocator|unreal|module|universal,email|translation|copywriting,Runtime\UniversalObjectLocator\UniversalObjectLocator.Build.cs
UnixCommonStartup,Runtime,ue5-architecture,unixcommonstartup|unreal|module|unix,email|translation|copywriting,Runtime\Unix\UnixCommonStartup\UnixCommonStartup.Build.cs
UnrealGame,Runtime,ue5-architecture,unrealgame|unreal|module|game,email|translation|copywriting,Runtime\UnrealGame\UnrealGame.Build.cs
VectorVM,Runtime,ue5-architecture,vectorvm|unreal|module|vector,email|translation|copywriting,Runtime\VectorVM\VectorVM.Build.cs
VerseCompiler,Runtime,ue5-architecture,versecompiler|unreal|module|verse,email|translation|copywriting,Runtime\VerseCompiler\VerseCompiler.Build.cs
VirtualFileCache,Runtime,ue5-architecture,virtualfilecache|unreal|module|virtual,email|translation|copywriting,Runtime\VirtualFileCache\VirtualFileCache.Build.cs
VirtualProduction,Runtime,ue5-architecture,virtualproduction|unreal|module|virtual,email|translation|copywriting,Runtime\VirtualProduction\VirtualProduction\VirtualProduction.build.cs
Voice,Runtime,ue5-cpp-gameplay,voice|audio|sound|metasound,email|translation|copywriting,Runtime\Online\Voice\Voice.Build.cs
VorbisAudioDecoder,Runtime,ue5-cpp-gameplay,vorbisaudiodecoder|audio|sound|metasound,email|translation|copywriting,Runtime\VorbisAudioDecoder\Module\VorbisAudioDecoder.Build.cs
Voronoi,Runtime,ue5-architecture,voronoi|unreal|module,email|translation|copywriting,Runtime\Experimental\Voronoi\Voronoi.Build.cs
VulkanRHI,Runtime,ue5-performance-packaging,vulkanrhi|render|shader|rhi,email|translation|copywriting,Runtime\VulkanRHI\VulkanRHI.Build.cs
WebBrowser,Runtime,ue5-architecture,webbrowser|unreal|module|web,email|translation|copywriting,Runtime\WebBrowser\WebBrowser.Build.cs
WebBrowserTexture,Runtime,ue5-architecture,webbrowsertexture|unreal|module|web,email|translation|copywriting,Runtime\WebBrowserTexture\WebBrowserTexture.Build.cs
WebSockets,Runtime,ue5-save-load-replication,websockets|network|online|replication,email|translation|copywriting,Runtime\Online\WebSockets\WebSockets.Build.cs
WidgetCarousel,Runtime,ue5-ui-umg-slate,widgetcarousel|ui|umg|slate,email|translation|copywriting,Runtime\WidgetCarousel\WidgetCarousel.Build.cs
WindowsMMDeviceEnumeration,Runtime,ue5-cpp-gameplay,windowsmmdeviceenumeration|audio|sound|metasound,email|translation|copywriting,Runtime\AudioDeviceEnumeration\Windows\WindowsMMDeviceEnumeration\WindowsMMDeviceEnumeration.Build.cs
WindowsPlatformFeatures,Runtime,ue5-architecture,windowsplatformfeatures|unreal|module|windows,email|translation|copywriting,Runtime\Windows\WindowsPlatformFeatures\WindowsPlatformFeatures.Build.cs
XmlParser,Runtime,ue5-architecture,xmlparser|unreal|module|xml,email|translation|copywriting,Runtime\XmlParser\XmlParser.Build.cs
XMPP,Runtime,ue5-save-load-replication,xmpp|network|online|replication,email|translation|copywriting,Runtime\Online\XMPP\XMPP.Build.cs
AlembicLib,ThirdParty,ue5-architecture,alembiclib|unreal|module|alembic,email|translation|copywriting,ThirdParty\Alembic\AlembicLib.Build.cs
AMD_AGS,ThirdParty,ue5-architecture,amd_ags|unreal|module|amd,email|translation|copywriting,ThirdParty\AMD\AMD_AGS\AMD_AGS.Build.cs
Amf,ThirdParty,ue5-architecture,amf|unreal|module,email|translation|copywriting,ThirdParty\AMD\Amf\Amf.Build.cs
ArmlibGPUInfo,ThirdParty,ue5-architecture,armlibgpuinfo|unreal|module|armlib,email|translation|copywriting,ThirdParty\ARM\ArmlibGPUInfo\ArmlibGPUInfo.Build.cs
Asio,ThirdParty,ue5-architecture,asio|unreal|module,email|translation|copywriting,ThirdParty\asio\Asio.Build.cs
astcenc,ThirdParty,ue5-architecture,astcenc|unreal|module,email|translation|copywriting,ThirdParty\astcenc\astcenc.Build.cs
AtomicQueue,ThirdParty,ue5-architecture,atomicqueue|unreal|module|atomic,email|translation|copywriting,ThirdParty\AtomicQueue\AtomicQueue.Build.cs
BLAKE3,ThirdParty,ue5-architecture,blake3|unreal|module,email|translation|copywriting,ThirdParty\BLAKE3\BLAKE3.Build.cs
Blosc,ThirdParty,ue5-architecture,blosc|unreal|module,email|translation|copywriting,ThirdParty\Blosc\Blosc.Build.cs
Boost,ThirdParty,ue5-architecture,boost|unreal|module,email|translation|copywriting,ThirdParty\Boost\Boost.Build.cs
Catch2,ThirdParty,ue5-architecture,catch2|unreal|module,email|translation|copywriting,ThirdParty\Catch2\Catch2.build.cs
Catch2Extras,ThirdParty,ue5-architecture,catch2extras|unreal|module|catch2,email|translation|copywriting,ThirdParty\Catch2\Catch2Extras.Build.cs
CEF3,ThirdParty,ue5-architecture,cef3|unreal|module,email|translation|copywriting,ThirdParty\CEF3\CEF3.build.cs
ConcurrencyVisualizer,ThirdParty,ue5-architecture,concurrencyvisualizer|unreal|module|concurrency,email|translation|copywriting,ThirdParty\ConcurrencyVisualizer\ConcurrencyVisualizer.Build.cs
coremod,ThirdParty,ue5-architecture,coremod|unreal|module,email|translation|copywriting,ThirdParty\coremod\coremod.Build.cs
CUDAHeader,ThirdParty,ue5-architecture,cudaheader|unreal|module,email|translation|copywriting,ThirdParty\NVIDIA\CUDA\CUDAHeader.Build.cs
DirectML,ThirdParty,ue5-architecture,directml|unreal|module|direct,email|translation|copywriting,ThirdParty\DirectML\DirectML.Build.cs
DirectShow,ThirdParty,ue5-architecture,directshow|unreal|module|direct,email|translation|copywriting,ThirdParty\DirectShow\DirectShow.Build.cs
DirectSound,ThirdParty,ue5-architecture,directsound|unreal|module|direct,email|translation|copywriting,ThirdParty\Windows\DirectSound\DirectSound.Build.cs
DirectX,ThirdParty,ue5-architecture,directx|unreal|module|direct,email|translation|copywriting,ThirdParty\Windows\DirectX\DirectX.Build.cs
DNxHR,ThirdParty,ue5-architecture,dnxhr|unreal|module|dnx,email|translation|copywriting,ThirdParty\AvidDNxHD\DNxHR\DNxHR.Build.cs
DNxMXF,ThirdParty,ue5-architecture,dnxmxf|unreal|module|dnx,email|translation|copywriting,ThirdParty\AvidDNxHD\DNxMXF\DNxMXF.Build.cs
DNxUncompressed,ThirdParty,ue5-architecture,dnxuncompressed|unreal|module|dnx,email|translation|copywriting,ThirdParty\AvidDNxHD\DNxUncompressed\DNxUncompressed.Build.cs
dr_libs,ThirdParty,ue5-architecture,dr_libs|unreal|module|libs,email|translation|copywriting,ThirdParty\dr_libs\dr_libs.Build.cs
DX11,ThirdParty,ue5-architecture,dx11|unreal|module,email|translation|copywriting,ThirdParty\Windows\DX11\DX11.Build.cs
DX11Audio,ThirdParty,ue5-cpp-gameplay,dx11audio|audio|sound|metasound,email|translation|copywriting,ThirdParty\Windows\DX11\DX11Audio.Build.cs
DX12,ThirdParty,ue5-architecture,dx12|unreal|module,email|translation|copywriting,ThirdParty\Windows\DX12\DX12.Build.cs
DX9,ThirdParty,ue5-architecture,dx9|unreal|module,email|translation|copywriting,ThirdParty\Windows\DX9\DX9.Build.cs
Eigen,ThirdParty,ue5-architecture,eigen|unreal|module,email|translation|copywriting,ThirdParty\Eigen\Eigen.Build.cs
Embree,ThirdParty,ue5-architecture,embree|unreal|module,email|translation|copywriting,ThirdParty\Intel\Embree\Embree.Build.cs
EOSSDK,ThirdParty,ue5-architecture,eossdk|unreal|module,email|translation|copywriting,ThirdParty\EOSSDK\EOSSDK.Build.cs
etc2comp,ThirdParty,ue5-architecture,etc2comp|unreal|module,email|translation|copywriting,ThirdParty\etc2comp\etc2comp.Build.cs
Expat,ThirdParty,ue5-architecture,expat|unreal|module,email|translation|copywriting,ThirdParty\Expat\Expat.Build.cs
Facebook,ThirdParty,ue5-architecture,facebook|unreal|module,email|translation|copywriting,ThirdParty\Facebook\Facebook.Build.cs
FBX,ThirdParty,ue5-architecture,fbx|unreal|module,email|translation|copywriting,ThirdParty\FBX\FBX.Build.cs
ForsythTriOptimizer,ThirdParty,ue5-architecture,forsythtrioptimizer|unreal|module|forsyth,email|translation|copywriting,ThirdParty\ForsythTriOO\ForsythTriOptimizer.Build.cs
FreeImage,ThirdParty,ue5-architecture,freeimage|unreal|module|free,email|translation|copywriting,ThirdParty\FreeImage\FreeImage.Build.cs
FreeType2,ThirdParty,ue5-architecture,freetype2|unreal|module|free,email|translation|copywriting,ThirdParty\FreeType2\FreeType2.Build.cs
GeForceNOW,ThirdParty,ue5-architecture,geforcenow|unreal|module|force,email|translation|copywriting,ThirdParty\NVIDIA\GeForceNOW\GeForceNOW.Build.cs
GoogleARCoreSDK,ThirdParty,ue5-architecture,googlearcoresdk|unreal|module|google,email|translation|copywriting,ThirdParty\GoogleARCore\GoogleARCoreSDK.build.cs
GoogleGameSDK,ThirdParty,ue5-architecture,googlegamesdk|unreal|module|google,email|translation|copywriting,ThirdParty\GoogleGameSDK\GoogleGameSDK.Build.cs
GoogleOboe,ThirdParty,ue5-architecture,googleoboe|unreal|module|google,email|translation|copywriting,ThirdParty\GoogleOboe\GoogleOboe.Build.cs
GoogleTest,ThirdParty,ue5-architecture,googletest|unreal|module|google,email|translation|copywriting,ThirdParty\GoogleTest\GoogleTest.Build.cs
GPUDirect,ThirdParty,ue5-architecture,gpudirect|unreal|module,email|translation|copywriting,ThirdParty\NVIDIA\GPUDirect\GPUDirect.Build.cs
GuidelinesSupportLibrary,ThirdParty,ue5-architecture,guidelinessupportlibrary|unreal|module|guidelines,email|translation|copywriting,ThirdParty\GuidelinesSupportLibrary\GuidelinesSupportLibrary.Build.cs
HAPLib,ThirdParty,ue5-architecture,haplib|unreal|module,email|translation|copywriting,ThirdParty\HAPMedia\HAPLib\HAPLib.Build.cs
HarfBuzz,ThirdParty,ue5-architecture,harfbuzz|unreal|module|harf,email|translation|copywriting,ThirdParty\HarfBuzz\HarfBuzz.Build.cs
heapprofd,ThirdParty,ue5-architecture,heapprofd|unreal|module,email|translation|copywriting,ThirdParty\heapprofd\heapprofd.Build.cs
HLSLCC,ThirdParty,ue5-architecture,hlslcc|unreal|module,email|translation|copywriting,ThirdParty\hlslcc\HLSLCC.Build.cs
ICU,ThirdParty,ue5-architecture,icu|unreal|module,email|translation|copywriting,ThirdParty\ICU\ICU.Build.cs
Imath,ThirdParty,ue5-architecture,imath|unreal|module,email|translation|copywriting,ThirdParty\Imath\Imath.Build.cs
IntelExtensionsFramework,ThirdParty,ue5-architecture,intelextensionsframework|unreal|module|intel,email|translation|copywriting,ThirdParty\Intel\ExtensionsFramework\IntelExtensionsFramework.Build.cs
IntelISPC,ThirdParty,ue5-architecture,intelispc|unreal|module|intel,email|translation|copywriting,ThirdParty\Intel\ISPC\IntelISPC.Build.cs
IntelISPCTexComp,ThirdParty,ue5-architecture,intelispctexcomp|unreal|module|intel,email|translation|copywriting,ThirdParty\Intel\ISPCTexComp\IntelISPCTexComp.Build.cs
IntelOIDN,ThirdParty,ue5-architecture,inteloidn|unreal|module|intel,email|translation|copywriting,ThirdParty\Intel\OIDN\IntelOIDN.Build.cs
IntelTBB,ThirdParty,ue5-architecture,inteltbb|unreal|module|intel,email|translation|copywriting,ThirdParty\Intel\TBB\IntelTBB.Build.cs
IntelVTune,ThirdParty,ue5-architecture,intelvtune|unreal|module|intel,email|translation|copywriting,ThirdParty\Intel\VTune\IntelVTune.Build.cs
jemalloc,ThirdParty,ue5-architecture,jemalloc|unreal|module,email|translation|copywriting,ThirdParty\jemalloc\jemalloc.Build.cs
Kiss_FFT,ThirdParty,ue5-architecture,kiss_fft|unreal|module|kiss,email|translation|copywriting,ThirdParty\Kiss_FFT\Kiss_FFT.Build.cs
libav,ThirdParty,ue5-architecture,libav|unreal|module,email|translation|copywriting,ThirdParty\libav\libav.Build.cs
libcurl,ThirdParty,ue5-architecture,libcurl|unreal|module,email|translation|copywriting,ThirdParty\libcurl\libcurl.Build.cs
libFLAC,ThirdParty,ue5-architecture,libflac|unreal|module|lib,email|translation|copywriting,ThirdParty\libFLAC\libFLAC.build.cs
libGPUCounters,ThirdParty,ue5-architecture,libgpucounters|unreal|module|lib,email|translation|copywriting,ThirdParty\libGPUCounters\libGPUCounters.Build.cs
LibJpegTurbo,ThirdParty,ue5-architecture,libjpegturbo|unreal|module|turbo,email|translation|copywriting,ThirdParty\libjpeg-turbo\LibJpegTurbo.Build.cs
libOpus,ThirdParty,ue5-architecture,libopus|unreal|module|lib,email|translation|copywriting,ThirdParty\libOpus\libOpus.build.cs
libpas,ThirdParty,ue5-architecture,libpas|unreal|module,email|translation|copywriting,ThirdParty\libpas\src\libpas\libpas.Build.cs
LibPhonon,ThirdParty,ue5-architecture,libphonon|unreal|module|lib,email|translation|copywriting,ThirdParty\libPhonon\LibPhonon.Build.cs
libstrophe,ThirdParty,ue5-architecture,libstrophe|unreal|module,email|translation|copywriting,ThirdParty\libstrophe\libstrophe.Build.cs
LibTiff,ThirdParty,ue5-architecture,libtiff|unreal|module|lib,email|translation|copywriting,ThirdParty\LibTiff\LibTiff.Build.cs
libvpx,ThirdParty,ue5-architecture,libvpx|unreal|module,email|translation|copywriting,ThirdParty\libvpx\libvpx.build.cs
libWebSockets,ThirdParty,ue5-architecture,libwebsockets|unreal|module|lib,email|translation|copywriting,ThirdParty\libWebSockets\libWebSockets.Build.cs
libzip,ThirdParty,ue5-architecture,libzip|unreal|module,email|translation|copywriting,ThirdParty\libzip\libzip.Build.cs
MaterialX,ThirdParty,ue5-architecture,materialx|unreal|module|material,email|translation|copywriting,ThirdParty\MaterialX\MaterialX.Build.cs
MetalCPP,ThirdParty,ue5-architecture,metalcpp|unreal|module|metal,email|translation|copywriting,ThirdParty\MetalCPP\MetalCPP.Build.cs
MetalShaderConverter,ThirdParty,ue5-architecture,metalshaderconverter|unreal|module|metal,email|translation|copywriting,ThirdParty\Apple\MetalShaderConverter\MetalShaderConverter.build.cs
metis,ThirdParty,ue5-architecture,metis|unreal|module,email|translation|copywriting,ThirdParty\metis\metis.Build.cs
MikkTSpace,ThirdParty,ue5-architecture,mikktspace|unreal|module|mikk,email|translation|copywriting,ThirdParty\MikkTSpace\MikkTSpace.build.cs
mimalloc,ThirdParty,ue5-architecture,mimalloc|unreal|module,email|translation|copywriting,ThirdParty\mimalloc\mimalloc.Build.cs
MsQuic,ThirdParty,ue5-architecture,msquic|unreal|module|quic,email|translation|copywriting,ThirdParty\MsQuic\MsQuic.Build.cs
nanoflann,ThirdParty,ue5-architecture,nanoflann|unreal|module,email|translation|copywriting,ThirdParty\nanoflann\nanoflann.Build.cs
nanosvg,ThirdParty,ue5-architecture,nanosvg|unreal|module,email|translation|copywriting,ThirdParty\nanosvg\nanosvg.Build.cs
nghttp2,ThirdParty,ue5-architecture,nghttp2|unreal|module,email|translation|copywriting,ThirdParty\nghttp2\nghttp2.Build.cs
NVaftermath,ThirdParty,ue5-architecture,nvaftermath|unreal|module,email|translation|copywriting,ThirdParty\NVIDIA\NVaftermath\NVaftermath.Build.cs
NVAPI,ThirdParty,ue5-architecture,nvapi|unreal|module,email|translation|copywriting,ThirdParty\NVIDIA\nvapi\NVAPI.Build.cs
nvDecode,ThirdParty,ue5-architecture,nvdecode|unreal|module|decode,email|translation|copywriting,ThirdParty\NVIDIA\nvDecode\nvDecode.Build.cs
nvEncode,ThirdParty,ue5-architecture,nvencode|unreal|module|encode,email|translation|copywriting,ThirdParty\NVIDIA\nvEncode\nvEncode.Build.cs
NVML,ThirdParty,ue5-architecture,nvml|unreal|module,email|translation|copywriting,ThirdParty\NVIDIA\NVML\NVML.build.cs
nvTessLib,ThirdParty,ue5-architecture,nvtesslib|unreal|module|tess,email|translation|copywriting,ThirdParty\nvtesslib\nvTessLib.Build.cs
nvTextureTools,ThirdParty,ue5-architecture,nvtexturetools|unreal|module|texture,email|translation|copywriting,ThirdParty\nvTextureTools\nvTextureTools.Build.cs
nvTriStrip,ThirdParty,ue5-architecture,nvtristrip|unreal|module|tri,email|translation|copywriting,ThirdParty\nvTriStrip\nvTriStrip.Build.cs
OculusOpenXRLoader,ThirdParty,ue5-architecture,oculusopenxrloader|unreal|module|oculus,email|translation|copywriting,ThirdParty\Oculus\OculusOpenXRLoader\OculusOpenXRLoader.build.cs
OpenColorIOLib,ThirdParty,ue5-architecture,opencoloriolib|unreal|module|open,email|translation|copywriting,ThirdParty\OpenColorIO\OpenColorIOLib.Build.cs
OpenGL,ThirdParty,ue5-architecture,opengl|unreal|module|open,email|translation|copywriting,ThirdParty\OpenGL\OpenGL.Build.cs
OpenSSL,ThirdParty,ue5-architecture,openssl|unreal|module|open,email|translation|copywriting,ThirdParty\OpenSSL\OpenSSL.Build.cs
OpenSubdiv,ThirdParty,ue5-architecture,opensubdiv|unreal|module|open,email|translation|copywriting,ThirdParty\OpenSubdiv\OpenSubdiv.Build.cs
OpenVDB,ThirdParty,ue5-architecture,openvdb|unreal|module|open,email|translation|copywriting,ThirdParty\OpenVDB\OpenVDB.Build.cs
OpenXR,ThirdParty,ue5-architecture,openxr|unreal|module|open,email|translation|copywriting,ThirdParty\OpenXR\OpenXR.Build.cs
Perforce,ThirdParty,ue5-architecture,perforce|unreal|module,email|translation|copywriting,ThirdParty\Perforce\Perforce.Build.cs
PLCrashReporter,ThirdParty,ue5-architecture,plcrashreporter|unreal|module|plcrash,email|translation|copywriting,ThirdParty\PLCrashReporter\PLCrashReporter.Build.cs
portmidi,ThirdParty,ue5-architecture,portmidi|unreal|module,email|translation|copywriting,ThirdParty\portmidi\portmidi.Build.cs
ProResLib,ThirdParty,ue5-architecture,proreslib|unreal|module|pro,email|translation|copywriting,ThirdParty\Apple\ProResLib\ProResLib.Build.cs
Protobuf,ThirdParty,ue5-architecture,protobuf|unreal|module,email|translation|copywriting,ThirdParty\Protobuf\Protobuf.Build.cs
pugixml,ThirdParty,ue5-architecture,pugixml|unreal|module,email|translation|copywriting,ThirdParty\pugixml\pugixml.Build.cs
Python3,ThirdParty,ue5-architecture,python3|unreal|module,email|translation|copywriting,ThirdParty\Python3\Python3.Build.cs
RapidJSON,ThirdParty,ue5-architecture,rapidjson|unreal|module|rapid,email|translation|copywriting,ThirdParty\RapidJSON\RapidJSON.Build.cs
RenderDoc,ThirdParty,ue5-architecture,renderdoc|unreal|module|render,email|translation|copywriting,ThirdParty\RenderDoc\RenderDoc.Build.cs
RivermaxLib,ThirdParty,ue5-architecture,rivermaxlib|unreal|module|rivermax,email|translation|copywriting,ThirdParty\NVIDIA\Rivermax\RivermaxLib.build.cs
rpclib,ThirdParty,ue5-architecture,rpclib|unreal|module,email|translation|copywriting,ThirdParty\rpclib\rpclib.Build.cs
SDL2,ThirdParty,ue5-architecture,sdl2|unreal|module,email|translation|copywriting,ThirdParty\SDL2\SDL2.Build.cs
ShaderConductor,ThirdParty,ue5-architecture,shaderconductor|unreal|module|shader,email|translation|copywriting,ThirdParty\ShaderConductor\ShaderConductor.Build.cs
simde,ThirdParty,ue5-architecture,simde|unreal|module,email|translation|copywriting,ThirdParty\simde\simde.Build.cs
SnappyLib,ThirdParty,ue5-architecture,snappylib|unreal|module|snappy,email|translation|copywriting,ThirdParty\HAPMedia\SnappyLib\SnappyLib.Build.cs
SoundTouchZ,ThirdParty,ue5-architecture,soundtouchz|unreal|module|sound,email|translation|copywriting,ThirdParty\SoundTouchZ\SoundTouchZ.Build.cs
SpeedTree,ThirdParty,ue5-architecture,speedtree|unreal|module|speed,email|translation|copywriting,ThirdParty\SpeedTree\SpeedTree.Build.cs
SPIRVReflect,ThirdParty,ue5-architecture,spirvreflect|unreal|module,email|translation|copywriting,ThirdParty\SPIRV-Reflect\SPIRVReflect.Build.cs
stb_image_resize2,ThirdParty,ue5-architecture,stb_image_resize2|unreal|module|stb,email|translation|copywriting,ThirdParty\stb_image_resize\stb_image_resize2.Build.cs
Steamworks,ThirdParty,ue5-architecture,steamworks|unreal|module,email|translation|copywriting,ThirdParty\Steamworks\Steamworks.build.cs
SuperLuminal,ThirdParty,ue5-architecture,superluminal|unreal|module|super,email|translation|copywriting,ThirdParty\SuperLuminal\SuperLuminal.Build.cs
Swift,ThirdParty,ue5-architecture,swift|unreal|module,email|translation|copywriting,ThirdParty\Apple\Swift\Swift.Build.cs
TinyXML2,ThirdParty,ue5-architecture,tinyxml2|unreal|module|tiny,email|translation|copywriting,ThirdParty\TinyXML2\TinyXML2.Build.cs
UElibJPG,ThirdParty,ue5-architecture,uelibjpg|unreal|module|jpg,email|translation|copywriting,ThirdParty\libJPG\UElibJPG.Build.cs
UElibPNG,ThirdParty,ue5-architecture,uelibpng|unreal|module|png,email|translation|copywriting,ThirdParty\libPNG\UElibPNG.Build.cs
UElibSampleRate,ThirdParty,ue5-architecture,uelibsamplerate|unreal|module|sample,email|translation|copywriting,ThirdParty\libSampleRate\UElibSampleRate.Build.cs
UEOgg,ThirdParty,ue5-architecture,ueogg|unreal|module,email|translation|copywriting,ThirdParty\Ogg\UEOgg.Build.cs
UEOpenExr,ThirdParty,ue5-architecture,ueopenexr|unreal|module|ueopen,email|translation|copywriting,ThirdParty\openexr\UEOpenExr.Build.cs
VHACD,ThirdParty,ue5-architecture,vhacd|unreal|module,email|translation|copywriting,ThirdParty\VHACD\VHACD.Build.cs
VisualStudioDTE,ThirdParty,ue5-architecture,visualstudiodte|unreal|module|visual,email|translation|copywriting,ThirdParty\Windows\VisualStudioDTE\VisualStudioDTE.Build.cs
Vorbis,ThirdParty,ue5-architecture,vorbis|unreal|module,email|translation|copywriting,ThirdParty\Vorbis\Vorbis.Build.cs
VorbisFile,ThirdParty,ue5-architecture,vorbisfile|unreal|module|vorbis,email|translation|copywriting,ThirdParty\Vorbis\VorbisFile.Build.cs
VSPerfExternalProfiler,ThirdParty,ue5-architecture,vsperfexternalprofiler|unreal|module|vsperf,email|translation|copywriting,ThirdParty\VSPerfExternalProfiler\VSPerfExternalProfiler.Build.cs
Vulkan,ThirdParty,ue5-performance-packaging,vulkan|render|shader|rhi,email|translation|copywriting,ThirdParty\Vulkan\Vulkan.Build.cs
WebRTC,ThirdParty,ue5-architecture,webrtc|unreal|module|web,email|translation|copywriting,ThirdParty\WebRTC\WebRTC.Build.cs
WinHttp,ThirdParty,ue5-architecture,winhttp|unreal|module|win,email|translation|copywriting,ThirdParty\WinHttp\WinHttp.Build.cs
WinPixEventRuntime,ThirdParty,ue5-architecture,winpixeventruntime|unreal|module|pix,email|translation|copywriting,ThirdParty\Windows\PIX\WinPixEventRuntime.Build.cs
XAudio2_9,ThirdParty,ue5-architecture,xaudio2_9|unreal|module|xaudio2,email|translation|copywriting,ThirdParty\Windows\XAudio2_9\XAudio2_9.Build.cs
XInput,ThirdParty,ue5-architecture,xinput|unreal|module,email|translation|copywriting,ThirdParty\Windows\XInput\XInput.Build.cs
xxhash,ThirdParty,ue5-architecture,xxhash|unreal|module,email|translation|copywriting,ThirdParty\xxhash\xxhash.Build.cs
zlib,ThirdParty,ue5-architecture,zlib|unreal|module,email|translation|copywriting,ThirdParty\zlib\zlib.Build.cs
