ModuleName,Layer,DomainGuessV2,RelativeBuildCsPath,TriggerKeywords,TargetSkill,SecondarySkill,RouteConfidence,RouteReason
IOSAudio,Runtime,General,Runtime\IOS\IOSAudio\IOSAudio.Build.cs,unreal|module|iosaudio|ios,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
IOSLocalNotification,Runtime,General,Runtime\IOS\IOSLocalNotification\IOSLocalNotification.Build.cs,unreal|module|ioslocal|notification|ios,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
IOSPlatformFeatures,Runtime,General,Runtime\IOS\IOSPlatformFeatures\IOSPlatformFeatures.Build.cs,unreal|module|iosplatform|features|ios,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
IOSRuntimeSettings,Runtime,General,Runtime\IOS\IOSRuntimeSettings\IOSRuntimeSettings.Build.cs,unreal|module|iosruntime|settings|ios,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
IoStoreHttpClient,Runtime,NetworkingOnline,Runtime\Experimental\IoStore\HttpClient\IoStoreHttpClient.Build.cs,network|online|replication|store|http|client|experimental,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
IoStoreOnDemand,Runtime,General,Runtime\Experimental\IoStore\OnDemand\IoStoreOnDemand.Build.cs,unreal|module|store|demand|experimental,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
IoStoreOnDemandCore,Runtime,CoreEngine,Runtime\Experimental\IoStore\OnDemandCore\IoStoreOnDemandCore.Build.cs,core|engine|uobject|store|demand|experimental,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
IoStoreOnDemandTests,Runtime,General,Runtime\Experimental\IoStore\Tests\IoStoreOnDemandTests.Build.cs,unreal|module|store|tests|demand|experimental,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
IPC,Runtime,General,Runtime\IPC\IPC.Build.cs,unreal|module|ipc,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
IrisCore,Runtime,CoreEngine,Runtime\Net\Iris\IrisCore.Build.cs,core|engine|uobject|iris|net,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
ISMPool,Runtime,General,Runtime\Experimental\ISMPool\ISMPool.Build.cs,unreal|module|ismpool|experimental,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
Json,Runtime,General,Runtime\Json\Json.Build.cs,unreal|module|json,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
JsonObjectGraph,Runtime,General,Runtime\Experimental\JsonObjectGraph\JsonObjectGraph.Build.cs,unreal|module|json|object|graph|experimental,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
JsonUtilities,Runtime,General,Runtime\JsonUtilities\JsonUtilities.Build.cs,unreal|module|json|utilities,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
Landscape,Runtime,Rendering,Runtime\Landscape\Landscape.Build.cs,render|shader|rhi|landscape,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
Launch,Runtime,General,Runtime\Launch\Launch.Build.cs,unreal|module|launch,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
LaunchDaemonMessages,Runtime,General,Runtime\IOS\LaunchDaemonMessages\LaunchDaemonMessages.Build.cs,unreal|module|launch|daemon|messages|ios,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
LauncherCheck,Runtime,General,Runtime\Portal\LauncherCheck\LauncherCheck.Build.cs,unreal|module|launcher|check|portal,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
LauncherPlatform,Runtime,General,Runtime\Portal\LauncherPlatform\LauncherPlatform.Build.cs,unreal|module|launcher|platform|portal,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
LevelSequence,Runtime,General,Runtime\LevelSequence\LevelSequence.Build.cs,unreal|module|level|sequence,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
LiveLinkAnimationCore,Runtime,CoreEngine,Runtime\LiveLinkAnimationCore\LiveLinkAnimationCore.Build.cs,core|engine|uobject|live|link|animation,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
LiveLinkInterface,Runtime,General,Runtime\LiveLinkInterface\LiveLinkInterface.Build.cs,unreal|module|live|link|interface,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
LiveLinkMessageBusFramework,Runtime,General,Runtime\LiveLinkMessageBusFramework\LiveLinkMessageBusFramework.Build.cs,unreal|module|live|link|message|bus|framework,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
LocalFileNetworkReplayStreaming,Runtime,NetworkingOnline,Runtime\NetworkReplayStreaming\LocalFileNetworkReplayStreaming\LocalFileNetworkReplayStreaming.Build.cs,network|online|replication|replay|streaming|local|file,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
MacMenu,Runtime,General,Runtime\Apple\MacMenu\MacMenu.Build.cs,unreal|module|mac|menu|apple,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
MarketplaceKit,Runtime,General,Runtime\IOS\MarketplaceKit\MarketplaceKit.Build.cs,unreal|module|marketplace|kit|ios,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
MassCore,Runtime,CoreEngine,Runtime\Mass\MassCore\MassCore.Build.cs,core|engine|uobject|mass,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
MassDeveloper,Runtime,AI_Mass,Runtime\Mass\MassDeveloper\MassDeveloper.Build.cs,ai|nav|mass,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
MassEngine,Runtime,CoreEngine,Runtime\Mass\MassEngine\MassEngine.Build.cs,core|engine|uobject|mass,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
MassEntity,Runtime,AI_Mass,Runtime\MassEntity\MassEntity.Build.cs,ai|nav|mass|entity,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
MassSignals,Runtime,AI_Mass,Runtime\Mass\MassSignals\MassSignals.Build.cs,ai|nav|mass|signals,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
MaterialShaderQualitySettings,Runtime,Rendering,Runtime\MaterialShaderQualitySettings\MaterialShaderQualitySettings.Build.cs,render|shader|rhi|material|quality|settings,ue5-performance-packaging,ue5-architecture,high,module_override
MathCore,Runtime,CoreEngine,Runtime\MathCore\MathCore.Build.cs,core|engine|uobject|math,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
Media,Runtime,Media,Runtime\Media\Media.Build.cs,media|movie|video,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
MediaAssets,Runtime,Media,Runtime\MediaAssets\MediaAssets.Build.cs,media|movie|video|assets,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
MediaUtils,Runtime,Media,Runtime\MediaUtils\MediaUtils.Build.cs,media|movie|video|utils,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
MeshConversion,Runtime,General,Runtime\MeshConversion\MeshConversion.Build.cs,unreal|module|mesh|conversion,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
MeshConversionEngineTypes,Runtime,CoreEngine,Runtime\MeshConversionEngineTypes\MeshConversionEngineTypes.Build.cs,core|engine|uobject|mesh|conversion|types,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
MeshDescription,Runtime,General,Runtime\MeshDescription\MeshDescription.Build.cs,unreal|module|mesh|description,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
MeshUtilitiesCommon,Runtime,General,Runtime\MeshUtilitiesCommon\MeshUtilitiesCommon.Build.cs,unreal|module|mesh|utilities|common,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
Messaging,Runtime,General,Runtime\Messaging\Messaging.Build.cs,unreal|module|messaging,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
MessagingCommon,Runtime,General,Runtime\MessagingCommon\MessagingCommon.Build.cs,unreal|module|messaging|common,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
MessagingRpc,Runtime,General,Runtime\MessagingRpc\MessagingRpc.Build.cs,unreal|module|messaging|rpc,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
MetalRHI,Runtime,Rendering,Runtime\Apple\MetalRHI\MetalRHI.Build.cs,render|shader|rhi|metal|apple,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
MoviePlayer,Runtime,Media,Runtime\MoviePlayer\MoviePlayer.Build.cs,media|movie|video|player,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
MoviePlayerProxy,Runtime,Media,Runtime\MoviePlayerProxy\MoviePlayerProxy.Build.cs,media|movie|video|player|proxy,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
MovieScene,Runtime,Media,Runtime\MovieScene\MovieScene.Build.cs,media|movie|video|scene,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
MovieSceneCapture,Runtime,Media,Runtime\MovieSceneCapture\MovieSceneCapture.Build.cs,media|movie|video|scene|capture,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
MovieSceneTracks,Runtime,Media,Runtime\MovieSceneTracks\MovieSceneTracks.Build.cs,media|movie|video|scene|tracks,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
MRMesh,Runtime,General,Runtime\MRMesh\MRMesh.build.cs,unreal|module|mrmesh,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
MSGameStorePlatformFeatures,Runtime,General,Runtime\Windows\MSGaming\MSGameStorePlatformFeatures\MSGameStorePlatformFeatures.Build.cs,unreal|module|msgame|store|platform|features|windows|msgaming,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
NavigationSystem,Runtime,AI_Mass,Runtime\NavigationSystem\NavigationSystem.Build.cs,ai|nav|mass|navigation|system,ue5-cpp-gameplay,ue5-architecture,high,module_override
Navmesh,Runtime,General,Runtime\Navmesh\Navmesh.Build.cs,unreal|module|navmesh,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
NetCommon,Runtime,NetworkingOnline,Runtime\Net\Common\NetCommon.Build.cs,network|online|replication|net|common,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
NetCore,Runtime,NetworkingOnline,Runtime\Net\Core\NetCore.Build.cs,network|online|replication|net|core,ue5-save-load-replication,ue5-cpp-gameplay,high,module_override
NetworkFile,Runtime,NetworkingOnline,Runtime\NetworkFile\NetworkFile.Build.cs,network|online|replication|file,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
NetworkFileSystem,Runtime,NetworkingOnline,Runtime\NetworkFileSystem\NetworkFileSystem.Build.cs,network|online|replication|file|system,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
Networking,Runtime,General,Runtime\Networking\Networking.Build.cs,unreal|module|networking,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
NetworkReplayStreaming,Runtime,NetworkingOnline,Runtime\NetworkReplayStreaming\NetworkReplayStreaming\NetworkReplayStreaming.Build.cs,network|online|replication|replay|streaming,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
NNE,Runtime,General,Runtime\NNE\NNE.Build.cs,unreal|module|nne,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
NonRealtimeAudioRenderer,Runtime,Rendering,Runtime\NonRealtimeAudioRenderer\NonRealtimeAudioRenderer.Build.cs,render|shader|rhi|non|realtime|audio|renderer,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
NullDrv,Runtime,General,Runtime\NullDrv\NullDrv.Build.cs,unreal|module|null|drv,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
NullInstallBundleManager,Runtime,General,Runtime\NullInstallBundleManager\NullInstallBundleManager.build.cs,unreal|module|null|install|bundle|manager,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
NullNetworkReplayStreaming,Runtime,NetworkingOnline,Runtime\NetworkReplayStreaming\NullNetworkReplayStreaming\NullNetworkReplayStreaming.build.cs,network|online|replication|replay|streaming|null,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
OodleDataCompression,Runtime,General,Runtime\OodleDataCompression\OodleDataCompression.Build.cs,unreal|module|oodle|data|compression,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
OpenColorIOWrapper,Runtime,General,Runtime\OpenColorIOWrapper\OpenColorIOWrapper.Build.cs,unreal|module|open|color|iowrapper,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
OpenGLDrv,Runtime,General,Runtime\OpenGLDrv\OpenGLDrv.Build.cs,unreal|module|open|gldrv,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
OpusAudioDecoder,Runtime,Audio,Runtime\OpusAudioDecoder\Module\OpusAudioDecoder.Build.cs,audio|sound|metasound|opus|decoder,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
Overlay,Runtime,General,Runtime\Overlay\Overlay.Build.cs,unreal|module|overlay,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
PacketHandler,Runtime,NetworkingOnline,Runtime\PacketHandlers\PacketHandler\PacketHandler.Build.cs,network|online|replication|packet|handler|handlers,ue5-save-load-replication,ue5-cpp-gameplay,high,module_override
PakFile,Runtime,General,Runtime\PakFile\PakFile.Build.cs,unreal|module|pak|file,ue5-performance-packaging,ue5-architecture,high,module_override
PerfCounters,Runtime,General,Runtime\PerfCounters\PerfCounters.Build.cs,unreal|module|perf|counters,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
PhysicsCore,Runtime,Physics,Runtime\PhysicsCore\PhysicsCore.Build.cs,physics|chaos|collision|core,ue5-world-interaction,ue5-cpp-gameplay,high,module_override
PortalMessages,Runtime,General,Runtime\Portal\Messages\PortalMessages.Build.cs,unreal|module|portal|messages,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
PortalProxies,Runtime,General,Runtime\Portal\Proxies\PortalProxies.Build.cs,unreal|module|portal|proxies,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
PortalRpc,Runtime,General,Runtime\Portal\Rpc\PortalRpc.Build.cs,unreal|module|portal|rpc,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
PortalServices,Runtime,General,Runtime\Portal\Services\PortalServices.Build.cs,unreal|module|portal|services,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
PosixShim,Runtime,General,Runtime\PlatformThirdPartyHelpers\PosixShim\PosixShim.Build.cs,unreal|module|posix|shim|platform|third|party|helpers,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
PreLoadScreen,Runtime,General,Runtime\PreLoadScreen\PreLoadScreen.Build.cs,unreal|module|pre|load|screen,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
Projects,Runtime,CoreEngine,Runtime\Projects\Projects.Build.cs,core|engine|uobject|projects,ue5-architecture,ue5-cpp-gameplay,high,module_override
PropertyPath,Runtime,General,Runtime\PropertyPath\PropertyPath.Build.cs,unreal|module|property|path,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
RadAudioDecoder,Runtime,Audio,Runtime\RadAudioCodec\Module\RadAudioDecoder.Build.cs,audio|sound|metasound|rad|decoder|codec,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
RawMesh,Runtime,General,Runtime\RawMesh\RawMesh.Build.cs,unreal|module|raw|mesh,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
ReliabilityHandlerComponent,Runtime,General,Runtime\PacketHandlers\ReliabilityHandlerComponent\ReliabilityHandlerComponent.Build.cs,unreal|module|reliability|handler|component|packet|handlers,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
RenderCore,Runtime,Rendering,Runtime\RenderCore\RenderCore.Build.cs,render|shader|rhi|core,ue5-performance-packaging,ue5-architecture,high,module_override
Renderer,Runtime,Rendering,Runtime\Renderer\Renderer.Build.cs,render|shader|rhi|renderer,ue5-performance-packaging,ue5-architecture,high,module_override
RewindDebuggerRuntimeInterface,Runtime,General,Runtime\RewindDebuggerRuntimeInterface\RewindDebuggerRuntimeInterface.Build.cs,unreal|module|rewind|debugger|interface,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
RHI,Runtime,Rendering,Runtime\RHI\RHI.Build.cs,render|shader|rhi,ue5-performance-packaging,ue5-architecture,high,module_override
RHICore,Runtime,General,Runtime\RHICore\RHICore.Build.cs,unreal|module|rhicore,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
RigidPhysics,Runtime,Physics,Runtime\Experimental\RigidPhysics\RigidPhysics.Build.cs,physics|chaos|collision|rigid|experimental,ue5-world-interaction,ue5-cpp-gameplay,medium,domain_mapping
RSA,Runtime,General,Runtime\RSA\RSA.Build.cs,unreal|module|rsa,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
RuntimeAssetCache,Runtime,AssetsBuildPipeline,Runtime\RuntimeAssetCache\RuntimeAssetCache.Build.cs,asset|cook|package|cache,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
SandboxFile,Runtime,General,Runtime\SandboxFile\SandboxFile.Build.cs,unreal|module|sandbox|file,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
SaveGameNetworkReplayStreaming,Runtime,NetworkingOnline,Runtime\NetworkReplayStreaming\SaveGameNetworkReplayStreaming\SaveGameNetworkReplayStreaming.Build.cs,network|online|replication|replay|streaming|save|game,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
SequenceRuntimeRecorder,Runtime,General,Runtime\SequenceRuntimeRecorder\SequenceRuntimeRecorder.Build.cs,unreal|module|sequence|recorder,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
Serialization,Runtime,AssetsBuildPipeline,Runtime\Serialization\Serialization.Build.cs,asset|cook|package|serialization,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
SerializedRecorderInterface,Runtime,General,Runtime\SerializedRecorderInterface\SerializedRecorderInterface.Build.cs,unreal|module|serialized|recorder|interface,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
SessionMessages,Runtime,General,Runtime\SessionMessages\SessionMessages.Build.cs,unreal|module|session|messages,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
SessionServices,Runtime,General,Runtime\SessionServices\SessionServices.Build.cs,unreal|module|session|services,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
SignalProcessing,Runtime,General,Runtime\SignalProcessing\SignalProcessing.Build.cs,unreal|module|signal|processing,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
SkeletalMeshDescription,Runtime,Animation,Runtime\SkeletalMeshDescription\SkeletalMeshDescription.Build.cs,animation|skeletal|rig|mesh|description,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
Slate,Runtime,UI,Runtime\Slate\Slate.Build.cs,ui|umg|slate,ue5-ui-umg-slate,ue5-cpp-gameplay,high,module_override
SlateBaseRenderer,Runtime,Rendering,Runtime\SlateBaseRenderer\SlateBaseRenderer.Build.cs,render|shader|rhi|slate|base|renderer,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
SlateCore,Runtime,UI,Runtime\SlateCore\SlateCore.Build.cs,ui|umg|slate|core,ue5-ui-umg-slate,ue5-cpp-gameplay,high,module_override
SlateNullRenderer,Runtime,Rendering,Runtime\SlateNullRenderer\SlateNullRenderer.Build.cs,render|shader|rhi|slate|null|renderer,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
SlateRHIRenderer,Runtime,UI,Runtime\SlateRHIRenderer\SlateRHIRenderer.Build.cs,ui|umg|slate|rhirenderer,ue5-ui-umg-slate,ue5-cpp-gameplay,medium,domain_mapping
Sockets,Runtime,General,Runtime\Sockets\Sockets.Build.cs,unreal|module|sockets,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
SoundFieldRendering,Runtime,Audio,Runtime\SoundFieldRendering\SoundFieldRendering.Build.cs,audio|sound|metasound|field|rendering,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
SSL,Runtime,NetworkingOnline,Runtime\Online\SSL\SSL.Build.cs,network|online|replication|ssl,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
StageDataCore,Runtime,CoreEngine,Runtime\VirtualProduction\StageDataCore\StageDataCore.build.cs,core|engine|uobject|stage|data|virtual|production,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
StateStream,Runtime,General,Runtime\StateStream\StateStream.Build.cs,unreal|module|state|stream,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
StaticMeshDescription,Runtime,General,Runtime\StaticMeshDescription\StaticMeshDescription.Build.cs,unreal|module|static|mesh|description,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
Stomp,Runtime,NetworkingOnline,Runtime\Online\Stomp\Stomp.Build.cs,network|online|replication|stomp,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
StorageServerClient,Runtime,General,Runtime\StorageServerClient\StorageServerClient.Build.cs,unreal|module|storage|server|client,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
StorageServerClientDebug,Runtime,General,Runtime\StorageServerClientDebug\StorageServerClientDebug.Build.cs,unreal|module|storage|server|client|debug,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
StreamingFile,Runtime,General,Runtime\StreamingFile\StreamingFile.Build.cs,unreal|module|streaming|file,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
StreamingPauseRendering,Runtime,General,Runtime\StreamingPauseRendering\StreamingPauseRendering.Build.cs,unreal|module|streaming|pause|rendering,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
StudioTelemetry,Runtime,General,Runtime\StudioTelemetry\StudioTelemetry.build.cs,unreal|module|studio|telemetry,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
SymsLib,Runtime,General,Runtime\SymsLib\SymsLib.Build.cs,unreal|module|syms|lib,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
SynthBenchmark,Runtime,Audio,Runtime\SynthBenchmark\SynthBenchmark.Build.cs,audio|sound|metasound|synth|benchmark,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
TelemetryUtils,Runtime,General,Runtime\Analytics\TelemetryUtils\TelemetryUtils.Build.cs,unreal|module|telemetry|utils|analytics,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
TextureUtilitiesCommon,Runtime,General,Runtime\TextureUtilitiesCommon\TextureUtilitiesCommon.build.cs,unreal|module|texture|utilities|common,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
TimeManagement,Runtime,General,Runtime\TimeManagement\TimeManagement.Build.cs,unreal|module|time|management,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
TraceBasedDebuggers,Runtime,General,Runtime\Experimental\TraceBasedDebuggers\TraceBasedDebuggers.Build.cs,unreal|module|trace|based|debuggers|experimental,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
TraceBasedDebuggersAnalysis,Runtime,General,Runtime\Experimental\TraceBasedDebuggersAnalysis\TraceBasedDebuggersAnalysis.Build.cs,unreal|module|trace|based|debuggers|analysis|experimental,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
TraceLog,Runtime,General,Runtime\TraceLog\TraceLog.Build.cs,unreal|module|trace|log,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
TypedElementFramework,Runtime,General,Runtime\TypedElementFramework\TypedElementFramework.Build.cs,unreal|module|typed|element|framework,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
TypedElementRuntime,Runtime,General,Runtime\TypedElementRuntime\TypedElementRuntime.Build.cs,unreal|module|typed|element,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
UEJpegComp,Runtime,General,Runtime\UEJpegComp\UEJpegComp.Build.cs,unreal|module|uejpeg|comp,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
UELibrary,Runtime,General,Runtime\UELibrary\UELibrary.Build.cs,unreal|module|uelibrary,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
UEWavComp,Runtime,General,Runtime\UEWavComp\UEWavComp.Build.cs,unreal|module|uewav|comp,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
uLangCore,Runtime,CoreEngine,Runtime\Solaris\uLangCore\uLangCore.Build.cs,core|engine|uobject|lang|solaris,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
uLangJSON,Runtime,General,Runtime\Solaris\uLangJSON\uLangJSON.Build.cs,unreal|module|lang|json|solaris,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
uLangUE,Runtime,General,Runtime\Solaris\uLangUE\uLangUE.Build.cs,unreal|module|lang|solaris,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
UMG,Runtime,UI,Runtime\UMG\UMG.Build.cs,ui|umg|slate,ue5-ui-umg-slate,ue5-cpp-gameplay,high,module_override
UniversalObjectLocator,Runtime,General,Runtime\UniversalObjectLocator\UniversalObjectLocator.Build.cs,unreal|module|universal|object|locator,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
UnixCommonStartup,Runtime,General,Runtime\Unix\UnixCommonStartup\UnixCommonStartup.Build.cs,unreal|module|unix|common|startup,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
UnrealGame,Runtime,General,Runtime\UnrealGame\UnrealGame.Build.cs,unreal|module|game,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
VectorVM,Runtime,General,Runtime\VectorVM\VectorVM.Build.cs,unreal|module|vector,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
VerseCompiler,Runtime,General,Runtime\VerseCompiler\VerseCompiler.Build.cs,unreal|module|verse|compiler,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
VirtualProduction,Runtime,General,Runtime\VirtualProduction\VirtualProduction\VirtualProduction.build.cs,unreal|module|virtual|production,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
Voice,Runtime,Audio,Runtime\Online\Voice\Voice.Build.cs,audio|sound|metasound|voice|online,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
VorbisAudioDecoder,Runtime,Audio,Runtime\VorbisAudioDecoder\Module\VorbisAudioDecoder.Build.cs,audio|sound|metasound|vorbis|decoder,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
Voronoi,Runtime,General,Runtime\Experimental\Voronoi\Voronoi.Build.cs,unreal|module|voronoi|experimental,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
VulkanRHI,Runtime,Rendering,Runtime\VulkanRHI\VulkanRHI.Build.cs,render|shader|rhi|vulkan,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
WebBrowser,Runtime,General,Runtime\WebBrowser\WebBrowser.Build.cs,unreal|module|web|browser,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
WebBrowserTexture,Runtime,General,Runtime\WebBrowserTexture\WebBrowserTexture.Build.cs,unreal|module|web|browser|texture,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
WebSockets,Runtime,NetworkingOnline,Runtime\Online\WebSockets\WebSockets.Build.cs,network|online|replication|web|sockets,ue5-save-load-replication,ue5-cpp-gameplay,high,module_override
WebSocketServer,Runtime,NetworkingOnline,Runtime\Online\WebSocketServer\WebSocketServer.Build.cs,network|online|replication|web|socket|server,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
WidgetCarousel,Runtime,UI,Runtime\WidgetCarousel\WidgetCarousel.Build.cs,ui|umg|slate|widget|carousel,ue5-ui-umg-slate,ue5-cpp-gameplay,medium,domain_mapping
WindowsD3D,Runtime,General,Runtime\Windows\WindowsD3D\WindowsD3D.Build.cs,unreal|module|windows,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
WindowsMMDeviceEnumeration,Runtime,Audio,Runtime\AudioDeviceEnumeration\Windows\WindowsMMDeviceEnumeration\WindowsMMDeviceEnumeration.Build.cs,audio|sound|metasound|windows|enumeration|mmdevice|device,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
